sector,year,gas_type,value_mt_co2eq
Road transportation,2024,CO2,10.909438
Settlements,1990,CO2,0.060026
Settlements,1991,CO2,0.052647
Settlements,1992,CO2,0.062383
Settlements,1993,CO2,0.053339
Settlements,1994,CO2,0.077187
Settlements,1995,CO2,0.08072
Settlements,1996,CO2,0.092154
Settlements,1997,CO2,0.102292
Settlements,1998,CO2,0.113341
Settlements,1999,CO2,0.124386
Settlements,2000,CO2,0.161496
Settlements,2001,CO2,0.200208
Settlements,2002,CO2,0.190603
Settlements,2003,CO2,0.230127
Settlements,2004,CO2,0.247647
Settlements,2005,CO2,0.262024
Settlements,2006,CO2,0.348664
Settlements,2007,CO2,0.514221
Settlements,2008,CO2,0.4366
Settlements,2009,CO2,0.173704
Settlements,2010,CO2,0.18269
Settlements,2011,CO2,0.054404
Settlements,2012,CO2,0.257607
Settlements,2013,CO2,0.064496
Settlements,2014,CO2,0.058215
Settlements,2015,CO2,0.067268
Settlements,2016,CO2,0.474301
Settlements,2017,CO2,0.098575
Settlements,2018,CO2,0.403537
Settlements,2019,CO2,0.11178
Settlements,2020,CO2,0.110536
Settlements,2021,CO2,0.109854
Settlements,2022,CO2,0.143624
Settlements,2023,CO2,0.121673
Settlements,2024,CO2,0.114011
Solid fuels and other energy industries,1990,CO2,0.100134
Solid fuels and other energy industries,1991,CO2,0.076229
Solid fuels and other energy industries,1992,CO2,0.064994
Solid fuels and other energy industries,1993,CO2,0.062327
Solid fuels and other energy industries,1994,CO2,0.071831
Solid fuels and other energy industries,1995,CO2,0.069151
Solid fuels and other energy industries,1996,CO2,0.071928
Solid fuels and other energy industries,1997,CO2,0.051444
Solid fuels and other energy industries,1998,CO2,0.079608
Solid fuels and other energy industries,1999,CO2,0.077602
Solid fuels and other energy industries,2000,CO2,0.086779
Solid fuels and other energy industries,2001,CO2,0.118347
Solid fuels and other energy industries,2002,CO2,0.144974
Solid fuels and other energy industries,2003,CO2,0.165322
Solid fuels and other energy industries,2004,CO2,0.161586
Solid fuels and other energy industries,2005,CO2,0.170884
Solid fuels and other energy industries,2006,CO2,0.171403
Solid fuels and other energy industries,2007,CO2,0.16524
Solid fuels and other energy industries,2008,CO2,0.183236
Solid fuels and other energy industries,2009,CO2,0.190809
Solid fuels and other energy industries,2010,CO2,0.172687
Solid fuels and other energy industries,2011,CO2,0.135321
Solid fuels and other energy industries,2012,CO2,0.144891
Solid fuels and other energy industries,2013,CO2,0.160596
Solid fuels and other energy industries,2014,CO2,0.13318
Solid fuels and other energy industries,2015,CO2,0.114158
Solid fuels and other energy industries,2016,CO2,0.124945
Solid fuels and other energy industries,2017,CO2,0.128235
Solid fuels and other energy industries,2018,CO2,0.118137
Solid fuels and other energy industries,2019,CO2,0.106923
Solid fuels and other energy industries,2020,CO2,0.091537
Solid fuels and other energy industries,2021,CO2,0.080483
Solid fuels and other energy industries,2022,CO2,0.066678
Solid fuels and other energy industries,2023,CO2,0.03352
Solid fuels and other energy industries,2024,CO2,0.004451
Transport,1990,CO2,5.029632
Transport,1991,CO2,5.207468
Transport,1992,CO2,5.621828
Transport,1993,CO2,5.583612
Transport,1994,CO2,5.805742
Transport,1995,CO2,6.058859
Transport,1996,CO2,7.027285
Transport,1997,CO2,7.347915
Transport,1998,CO2,8.620641
Transport,1999,CO2,9.533503
Transport,2000,CO2,10.561819
Transport,2001,CO2,11.07903
Transport,2002,CO2,11.279119
Transport,2003,CO2,11.489059
Transport,2004,CO2,12.209406
Transport,2005,CO2,12.922213
Transport,2006,CO2,13.606092
Transport,2007,CO2,14.203634
Transport,2008,CO2,13.517886
Transport,2009,CO2,12.312693
Transport,2010,CO2,11.407778
Transport,2011,CO2,11.10134
Transport,2012,CO2,10.717193
Transport,2013,CO2,10.93832
Transport,2014,CO2,11.217152
Transport,2015,CO2,11.689716
Transport,2016,CO2,12.165264
Transport,2017,CO2,12.003384
Transport,2018,CO2,12.175894
Transport,2019,CO2,12.187838
Transport,2020,CO2,10.284356
Transport,2021,CO2,10.962823
Transport,2022,CO2,11.623993
Transport,2023,CO2,11.651733
Transport,2024,CO2,11.511092
Urea application,1990,CO2,0.096677
Urea application,1991,CO2,0.099628
Urea application,1992,CO2,0.118086
Urea application,1993,CO2,0.099875
Urea application,1994,CO2,0.098719
Urea application,1995,CO2,0.086267
Urea application,1996,CO2,0.087187
Urea application,1997,CO2,0.082634
Urea application,1998,CO2,0.095372
Urea application,1999,CO2,0.103534
Urea application,2000,CO2,0.091844
Urea application,2001,CO2,0.083637
Urea application,2002,CO2,0.080805
Urea application,2003,CO2,0.078483
Urea application,2004,CO2,0.066858
Urea application,2005,CO2,0.060815
Urea application,2006,CO2,0.064756
Urea application,2007,CO2,0.0509
Urea application,2008,CO2,0.066973
Urea application,2009,CO2,0.089021
Urea application,2010,CO2,0.098243
Urea application,2011,CO2,0.070266
Urea application,2012,CO2,0.046351
Urea application,2013,CO2,0.04709
Urea application,2014,CO2,0.05455
Urea application,2015,CO2,0.064266
Urea application,2016,CO2,0.08179
Urea application,2017,CO2,0.083989
Urea application,2018,CO2,0.090429
Urea application,2019,CO2,0.096082
Urea application,2020,CO2,0.110178
Urea application,2021,CO2,0.106404
Urea application,2022,CO2,0.143906
Urea application,2023,CO2,0.13923
Urea application,2024,CO2,0.172107
Waste,1990,CO2,0.095586
Waste,1991,CO2,0.095702
Waste,1992,CO2,0.09641
Waste,1993,CO2,0.097146
Waste,1994,CO2,0.097744
Waste,1995,CO2,0.09816
Waste,1996,CO2,0.098185
Waste,1997,CO2,0.082529
Waste,1998,CO2,0.064744
Waste,1999,CO2,0.07199
Waste,2000,CO2,0.076748
Waste,2001,CO2,0.085298
Waste,2002,CO2,0.10826
Waste,2003,CO2,0.153176
Waste,2004,CO2,0.14364
Waste,2005,CO2,0.128496
Waste,2006,CO2,0.126036
Waste,2007,CO2,0.08307
Waste,2008,CO2,0.06801
Waste,2009,CO2,0.069481
Waste,2010,CO2,0.061016
Waste,2011,CO2,0.043824
Waste,2012,CO2,0.047595
Waste,2013,CO2,0.044555
Waste,2014,CO2,0.041125
Waste,2015,CO2,0.041849
Waste,2016,CO2,0.02465
Waste,2017,CO2,0.027038
Waste,2018,CO2,0.023491
Waste,2019,CO2,0.031974
Waste,2020,CO2,0.030755
Waste,2021,CO2,0.034162
Waste,2022,CO2,0.035968
Waste,2023,CO2,0.035218
Waste,2024,CO2,0.035208
Wastewater treatment and discharge,1990,CO2,0.0
Wastewater treatment and discharge,1991,CO2,0.0
Wastewater treatment and discharge,1992,CO2,0.0
Wastewater treatment and discharge,1993,CO2,0.0
Wastewater treatment and discharge,1994,CO2,0.0
Wastewater treatment and discharge,1995,CO2,0.0
Wastewater treatment and discharge,1996,CO2,0.0
Wastewater treatment and discharge,1997,CO2,0.0
Wastewater treatment and discharge,1998,CO2,0.0
Wastewater treatment and discharge,1999,CO2,0.0
Wastewater treatment and discharge,2000,CO2,0.0
Wastewater treatment and discharge,2001,CO2,0.0
Wastewater treatment and discharge,2002,CO2,0.0
Wastewater treatment and discharge,2003,CO2,0.0
Wastewater treatment and discharge,2004,CO2,0.0
Wastewater treatment and discharge,2005,CO2,0.0
Wastewater treatment and discharge,2006,CO2,0.0
Wastewater treatment and discharge,2007,CO2,0.0
Wastewater treatment and discharge,2008,CO2,0.0
Wastewater treatment and discharge,2009,CO2,0.0
Wastewater treatment and discharge,2010,CO2,0.0
Wastewater treatment and discharge,2011,CO2,0.0
Wastewater treatment and discharge,2012,CO2,0.0
Wastewater treatment and discharge,2013,CO2,0.0
Wastewater treatment and discharge,2014,CO2,0.0
Wastewater treatment and discharge,2015,CO2,0.0
Wastewater treatment and discharge,2016,CO2,0.0
Wastewater treatment and discharge,2017,CO2,0.0
Wastewater treatment and discharge,2018,CO2,0.0
Wastewater treatment and discharge,2019,CO2,0.0
Wastewater treatment and discharge,2020,CO2,0.0
Wastewater treatment and discharge,2021,CO2,0.0
Wastewater treatment and discharge,2022,CO2,0.0
Wastewater treatment and discharge,2023,CO2,0.0
Wastewater treatment and discharge,2024,CO2,0.0
Wetlands,1990,CO2,1.875713
Wetlands,1991,CO2,1.735871
Wetlands,1992,CO2,1.64587
Wetlands,1993,CO2,2.168619
Wetlands,1994,CO2,2.013216
Wetlands,1995,CO2,2.384744
Wetlands,1996,CO2,2.262896
Wetlands,1997,CO2,2.052786
Wetlands,1998,CO2,1.84579
Wetlands,1999,CO2,1.84308
Wetlands,2000,CO2,1.820662
Wetlands,2001,CO2,3.052925
Wetlands,2002,CO2,2.332668
Wetlands,2003,CO2,3.189545
Wetlands,2004,CO2,2.761353
Wetlands,2005,CO2,2.864947
Wetlands,2006,CO2,2.46927
Wetlands,2007,CO2,2.606263
Wetlands,2008,CO2,2.233312
Wetlands,2009,CO2,2.077507
Wetlands,2010,CO2,3.415833
Wetlands,2011,CO2,2.933375
Wetlands,2012,CO2,2.260101
Wetlands,2013,CO2,2.868588
Wetlands,2014,CO2,3.474905
Wetlands,2015,CO2,3.930276
Wetlands,2016,CO2,2.801709
Wetlands,2017,CO2,3.505397
Wetlands,2018,CO2,2.405305
Wetlands,2019,CO2,2.370596
Wetlands,2020,CO2,2.526461
Wetlands,2021,CO2,1.736674
Wetlands,2022,CO2,1.342565
Wetlands,2023,CO2,1.387228
Wetlands,2024,CO2,1.154023
Agricultural soils,1990,CH4,0.0
Agricultural soils,1991,CH4,0.0
Agricultural soils,1992,CH4,0.0
Agricultural soils,1993,CH4,0.0
Agricultural soils,1994,CH4,0.0
Agricultural soils,1995,CH4,0.0
Agricultural soils,1996,CH4,0.0
Agricultural soils,1997,CH4,0.0
Agricultural soils,1998,CH4,0.0
Agricultural soils,1999,CH4,0.0
Agricultural soils,2000,CH4,0.0
Agricultural soils,2001,CH4,0.0
Agricultural soils,2002,CH4,0.0
Agricultural soils,2003,CH4,0.0
Agricultural soils,2004,CH4,0.0
Agricultural soils,2005,CH4,0.0
Agricultural soils,2006,CH4,0.0
Agricultural soils,2007,CH4,0.0
Agricultural soils,2008,CH4,0.0
Agricultural soils,2009,CH4,0.0
Agricultural soils,2010,CH4,0.0
Agricultural soils,2011,CH4,0.0
Agricultural soils,2012,CH4,0.0
Agricultural soils,2013,CH4,0.0
Agricultural soils,2014,CH4,0.0
Agricultural soils,2015,CH4,0.0
Agricultural soils,2016,CH4,0.0
Agricultural soils,2017,CH4,0.0
Agricultural soils,2018,CH4,0.0
Agricultural soils,2019,CH4,0.0
Agricultural soils,2020,CH4,0.0
Agricultural soils,2021,CH4,0.0
Agricultural soils,2022,CH4,0.0
Agricultural soils,2023,CH4,0.0
Agricultural soils,2024,CH4,0.0
Agriculture,1990,CH4,14.296611
Agriculture,1991,CH4,14.473481
Agriculture,1992,CH4,14.701927
Agriculture,1993,CH4,14.708419
Agriculture,1994,CH4,14.648209
Agriculture,1995,CH4,14.693044
Agriculture,1996,CH4,15.10462
Agriculture,1997,CH4,15.431558
Agriculture,1998,CH4,15.631513
Agriculture,1999,CH4,15.18647
Agriculture,2000,CH4,14.534521
Agriculture,2001,CH4,14.453478
Agriculture,2002,CH4,14.308868
Agriculture,2003,CH4,14.267561
Agriculture,2004,CH4,14.213354
Agriculture,2005,CH4,13.811996
Agriculture,2006,CH4,13.582903
Agriculture,2007,CH4,13.526451
Agriculture,2008,CH4,13.349211
Agriculture,2009,CH4,13.135044
Agriculture,2010,CH4,12.936867
Agriculture,2011,CH4,13.010467
Agriculture,2012,CH4,13.370045
Agriculture,2013,CH4,13.406862
Agriculture,2014,CH4,13.786413
Agriculture,2015,CH4,14.154826
Agriculture,2016,CH4,14.590721
Agriculture,2017,CH4,15.016624
Agriculture,2018,CH4,14.898414
Agriculture,2019,CH4,15.099221
Agriculture,2020,CH4,15.270237
Agriculture,2021,CH4,15.308564
Agriculture,2022,CH4,15.304134
Agriculture,2023,CH4,14.951203
Agriculture,2024,CH4,14.512617
Agriculture/Forestry fuel combustion,1990,CH4,0.001194
Agriculture/Forestry fuel combustion,1991,CH4,0.00124
Agriculture/Forestry fuel combustion,1992,CH4,0.001257
Agriculture/Forestry fuel combustion,1993,CH4,0.001263
Agriculture/Forestry fuel combustion,1994,CH4,0.001435
Agriculture/Forestry fuel combustion,1995,CH4,0.001648
Agriculture/Forestry fuel combustion,1996,CH4,0.001326
Agriculture/Forestry fuel combustion,1997,CH4,0.001372
Agriculture/Forestry fuel combustion,1998,CH4,0.001361
Agriculture/Forestry fuel combustion,1999,CH4,0.001435
Agriculture/Forestry fuel combustion,2000,CH4,0.001487
Agriculture/Forestry fuel combustion,2001,CH4,0.001504
Agriculture/Forestry fuel combustion,2002,CH4,0.00151
Agriculture/Forestry fuel combustion,2003,CH4,0.001516
Agriculture/Forestry fuel combustion,2004,CH4,0.001453
Agriculture/Forestry fuel combustion,2005,CH4,0.001559
Agriculture/Forestry fuel combustion,2006,CH4,0.001494
Agriculture/Forestry fuel combustion,2007,CH4,0.001419
Agriculture/Forestry fuel combustion,2008,CH4,0.001535
Agriculture/Forestry fuel combustion,2009,CH4,0.001302
Agriculture/Forestry fuel combustion,2010,CH4,0.001232
Agriculture/Forestry fuel combustion,2011,CH4,0.00118
Agriculture/Forestry fuel combustion,2012,CH4,0.001124
Agriculture/Forestry fuel combustion,2013,CH4,0.000975
Agriculture/Forestry fuel combustion,2014,CH4,0.000874
Agriculture/Forestry fuel combustion,2015,CH4,0.000842
Agriculture/Forestry fuel combustion,2016,CH4,0.000884
Agriculture/Forestry fuel combustion,2017,CH4,0.000916
Agriculture/Forestry fuel combustion,2018,CH4,0.000974
Agriculture/Forestry fuel combustion,2019,CH4,0.001008
Agriculture/Forestry fuel combustion,2020,CH4,0.001028
Agriculture/Forestry fuel combustion,2021,CH4,0.001023
Agriculture/Forestry fuel combustion,2022,CH4,0.001409
Agriculture/Forestry fuel combustion,2023,CH4,0.001262
Agriculture/Forestry fuel combustion,2024,CH4,0.001278
Biological treatment of solid waste,1990,CH4,0.0
Biological treatment of solid waste,1991,CH4,0.0
Biological treatment of solid waste,1992,CH4,0.0
Biological treatment of solid waste,1993,CH4,0.0
Biological treatment of solid waste,1994,CH4,0.0
Biological treatment of solid waste,1995,CH4,0.0
Biological treatment of solid waste,1996,CH4,0.0
Biological treatment of solid waste,1997,CH4,0.0
Biological treatment of solid waste,1998,CH4,0.0
Biological treatment of solid waste,1999,CH4,0.0
Biological treatment of solid waste,2000,CH4,0.0
Biological treatment of solid waste,2001,CH4,0.00249
Biological treatment of solid waste,2002,CH4,0.003809
Biological treatment of solid waste,2003,CH4,0.005298
Biological treatment of solid waste,2004,CH4,0.022298
Biological treatment of solid waste,2005,CH4,0.030391
Biological treatment of solid waste,2006,CH4,0.024359
Biological treatment of solid waste,2007,CH4,0.024078
Biological treatment of solid waste,2008,CH4,0.031764
Biological treatment of solid waste,2009,CH4,0.031332
Biological treatment of solid waste,2010,CH4,0.03193
Biological treatment of solid waste,2011,CH4,0.031838
Biological treatment of solid waste,2012,CH4,0.028955
Biological treatment of solid waste,2013,CH4,0.029267
Biological treatment of solid waste,2014,CH4,0.027262
Biological treatment of solid waste,2015,CH4,0.026895
Biological treatment of solid waste,2016,CH4,0.026464
Biological treatment of solid waste,2017,CH4,0.030662
Biological treatment of solid waste,2018,CH4,0.030255
Biological treatment of solid waste,2019,CH4,0.032834
Biological treatment of solid waste,2020,CH4,0.032417
Biological treatment of solid waste,2021,CH4,0.029526
Biological treatment of solid waste,2022,CH4,0.026318
Biological treatment of solid waste,2023,CH4,0.033687
Biological treatment of solid waste,2024,CH4,0.034046
Chemical industry,1990,CH4,0.0
Chemical industry,1991,CH4,0.0
Chemical industry,1992,CH4,0.0
Chemical industry,1993,CH4,0.0
Chemical industry,1994,CH4,0.0
Chemical industry,1995,CH4,0.0
Chemical industry,1996,CH4,0.0
Chemical industry,1997,CH4,0.0
Chemical industry,1998,CH4,0.0
Chemical industry,1999,CH4,0.0
Chemical industry,2000,CH4,0.0
Chemical industry,2001,CH4,0.0
Chemical industry,2002,CH4,0.0
Chemical industry,2003,CH4,0.0
Chemical industry,2004,CH4,0.0
Chemical industry,2005,CH4,0.0
Chemical industry,2006,CH4,0.0
Chemical industry,2007,CH4,0.0
Chemical industry,2008,CH4,0.0
Chemical industry,2009,CH4,0.0
Chemical industry,2010,CH4,0.0
Chemical industry,2011,CH4,0.0
Chemical industry,2012,CH4,0.0
Chemical industry,2013,CH4,0.0
Chemical industry,2014,CH4,0.0
Chemical industry,2015,CH4,0.0
Chemical industry,2016,CH4,0.0
Chemical industry,2017,CH4,0.0
Chemical industry,2018,CH4,0.0
Chemical industry,2019,CH4,0.0
Chemical industry,2020,CH4,0.0
Chemical industry,2021,CH4,0.0
Chemical industry,2022,CH4,0.0
Chemical industry,2023,CH4,0.0
Chemical industry,2024,CH4,0.0
Commercial Services,1990,CH4,0.003667
Commercial Services,1991,CH4,0.003705
Commercial Services,1992,CH4,0.003651
Commercial Services,1993,CH4,0.003561
Commercial Services,1994,CH4,0.003875
Commercial Services,1995,CH4,0.003781
Commercial Services,1996,CH4,0.003349
Commercial Services,1997,CH4,0.003347
Commercial Services,1998,CH4,0.00324
Commercial Services,1999,CH4,0.003319
Commercial Services,2000,CH4,0.003319
Commercial Services,2001,CH4,0.003243
Commercial Services,2002,CH4,0.003112
Commercial Services,2003,CH4,0.003345
Commercial Services,2004,CH4,0.003178
Commercial Services,2005,CH4,0.003305
Commercial Services,2006,CH4,0.003629
Commercial Services,2007,CH4,0.005108
Commercial Services,2008,CH4,0.007118
Commercial Services,2009,CH4,0.005756
Commercial Services,2010,CH4,0.005545
Commercial Services,2011,CH4,0.005952
Commercial Services,2012,CH4,0.006652
Commercial Services,2013,CH4,0.007587
Commercial Services,2014,CH4,0.008077
Commercial Services,2015,CH4,0.005772
Commercial Services,2016,CH4,0.006152
Commercial Services,2017,CH4,0.005298
Commercial Services,2018,CH4,0.005275
Commercial Services,2019,CH4,0.004829
Commercial Services,2020,CH4,0.004603
Commercial Services,2021,CH4,0.005261
Commercial Services,2022,CH4,0.005394
Commercial Services,2023,CH4,0.004849
Commercial Services,2024,CH4,0.005393
Cropland,1990,CH4,5.2e-05
Cropland,1991,CH4,3.4e-05
Cropland,1992,CH4,2.2e-05
Cropland,1993,CH4,4.4e-05
Cropland,1994,CH4,5e-05
Cropland,1995,CH4,6.8e-05
Cropland,1996,CH4,7.6e-05
Cropland,1997,CH4,4.2e-05
Cropland,1998,CH4,0.0
Cropland,1999,CH4,1.8e-05
Cropland,2000,CH4,4.5e-05
Cropland,2001,CH4,0.000403
Cropland,2002,CH4,4e-05
Cropland,2003,CH4,0.000204
Cropland,2004,CH4,0.000444
Cropland,2005,CH4,9.3e-05
Cropland,2006,CH4,1.7e-05
Cropland,2007,CH4,0.0
Cropland,2008,CH4,1.7e-05
Cropland,2009,CH4,9e-06
Cropland,2010,CH4,1.6e-05
Cropland,2011,CH4,0.0
Cropland,2012,CH4,2e-06
Cropland,2013,CH4,0.0
Cropland,2014,CH4,0.0
Cropland,2015,CH4,0.0
Cropland,2016,CH4,0.0
Cropland,2017,CH4,0.0
Cropland,2018,CH4,1.5e-05
Cropland,2019,CH4,1.5e-05
Cropland,2020,CH4,0.0
Cropland,2021,CH4,1.7e-05
Cropland,2022,CH4,8e-06
Cropland,2023,CH4,9.1e-05
Cropland,2024,CH4,9.1e-05
Domestic aviation,1990,CH4,3.5e-05
Domestic aviation,1991,CH4,3.2e-05
Domestic aviation,1992,CH4,3.1e-05
Domestic aviation,1993,CH4,2.7e-05
Domestic aviation,1994,CH4,2.8e-05
Domestic aviation,1995,CH4,3.3e-05
Domestic aviation,1996,CH4,3.5e-05
Domestic aviation,1997,CH4,3.7e-05
Domestic aviation,1998,CH4,4.1e-05
Domestic aviation,1999,CH4,4.7e-05
Domestic aviation,2000,CH4,5e-05
Domestic aviation,2001,CH4,5e-05
Domestic aviation,2002,CH4,5e-05
Domestic aviation,2003,CH4,5.1e-05
Domestic aviation,2004,CH4,4.9e-05
Domestic aviation,2005,CH4,5.6e-05
Domestic aviation,2006,CH4,6.8e-05
Domestic aviation,2007,CH4,6.3e-05
Domestic aviation,2008,CH4,5.8e-05
Domestic aviation,2009,CH4,4.8e-05
Domestic aviation,2010,CH4,3.6e-05
Domestic aviation,2011,CH4,1.7e-05
Domestic aviation,2012,CH4,1e-05
Domestic aviation,2013,CH4,1e-05
Domestic aviation,2014,CH4,9e-06
Domestic aviation,2015,CH4,1e-05
Domestic aviation,2016,CH4,1e-05
Domestic aviation,2017,CH4,1e-05
Domestic aviation,2018,CH4,1.1e-05
Domestic aviation,2019,CH4,1.2e-05
Domestic aviation,2020,CH4,9e-06
Domestic aviation,2021,CH4,1.4e-05
Domestic aviation,2022,CH4,1.4e-05
Domestic aviation,2023,CH4,1.6e-05
Domestic aviation,2024,CH4,2.2e-05
Domestic navigation,1990,CH4,0.000221
Domestic navigation,1991,CH4,0.000213
Domestic navigation,1992,CH4,0.000238
Domestic navigation,1993,CH4,0.000238
Domestic navigation,1994,CH4,0.00027
Domestic navigation,1995,CH4,0.000237
Domestic navigation,1996,CH4,0.000272
Domestic navigation,1997,CH4,0.00028
Domestic navigation,1998,CH4,0.000305
Domestic navigation,1999,CH4,0.000339
Domestic navigation,2000,CH4,0.000397
Domestic navigation,2001,CH4,0.000398
Domestic navigation,2002,CH4,0.000423
Domestic navigation,2003,CH4,0.000457
Domestic navigation,2004,CH4,0.000596
Domestic navigation,2005,CH4,0.000554
Domestic navigation,2006,CH4,0.000662
Domestic navigation,2007,CH4,0.000523
Domestic navigation,2008,CH4,0.000542
Domestic navigation,2009,CH4,0.000528
Domestic navigation,2010,CH4,0.00053
Domestic navigation,2011,CH4,0.00046
Domestic navigation,2012,CH4,0.000486
Domestic navigation,2013,CH4,0.000475
Domestic navigation,2014,CH4,0.000595
Domestic navigation,2015,CH4,0.000587
Domestic navigation,2016,CH4,0.000705
Domestic navigation,2017,CH4,0.000623
Domestic navigation,2018,CH4,0.000689
Domestic navigation,2019,CH4,0.000733
Domestic navigation,2020,CH4,0.000897
Domestic navigation,2021,CH4,0.000959
Domestic navigation,2022,CH4,0.000809
Domestic navigation,2023,CH4,0.000759
Domestic navigation,2024,CH4,0.000759
Energy Industries,1990,CH4,0.125954
Energy Industries,1991,CH4,0.115454
Energy Industries,1992,CH4,0.110218
Energy Industries,1993,CH4,0.115094
Energy Industries,1994,CH4,0.113685
Energy Industries,1995,CH4,0.114752
Energy Industries,1996,CH4,0.116339
Energy Industries,1997,CH4,0.114294
Energy Industries,1998,CH4,0.099226
Energy Industries,1999,CH4,0.101259
Energy Industries,2000,CH4,0.105363
Energy Industries,2001,CH4,0.120871
Energy Industries,2002,CH4,0.095149
Energy Industries,2003,CH4,0.842016
Energy Industries,2004,CH4,0.102531
Energy Industries,2005,CH4,0.092805
Energy Industries,2006,CH4,0.105504
Energy Industries,2007,CH4,0.115296
Energy Industries,2008,CH4,0.10739
Energy Industries,2009,CH4,0.101792
Energy Industries,2010,CH4,0.105102
Energy Industries,2011,CH4,0.095632
Energy Industries,2012,CH4,0.09517
Energy Industries,2013,CH4,0.092744
Energy Industries,2014,CH4,0.105803
Energy Industries,2015,CH4,0.106336
Energy Industries,2016,CH4,0.107493
Energy Industries,2017,CH4,0.111261
Energy Industries,2018,CH4,0.119077
Energy Industries,2019,CH4,0.113539
Energy Industries,2020,CH4,0.114194
Energy Industries,2021,CH4,0.10229
Energy Industries,2022,CH4,0.101369
Energy Industries,2023,CH4,0.099848
Energy Industries,2024,CH4,0.107567
Enteric fermentation,1990,CH4,12.480172
Enteric fermentation,1991,CH4,12.637185
Enteric fermentation,1992,CH4,12.829661
Enteric fermentation,1993,CH4,12.832961
Enteric fermentation,1994,CH4,12.783895
Enteric fermentation,1995,CH4,12.826697
Enteric fermentation,1996,CH4,13.171053
Enteric fermentation,1997,CH4,13.456313
Enteric fermentation,1998,CH4,13.635427
Enteric fermentation,1999,CH4,13.255947
Enteric fermentation,2000,CH4,12.685166
Enteric fermentation,2001,CH4,12.595142
Enteric fermentation,2002,CH4,12.456879
Enteric fermentation,2003,CH4,12.439716
Enteric fermentation,2004,CH4,12.39802
Enteric fermentation,2005,CH4,12.016187
Enteric fermentation,2006,CH4,11.834227
Enteric fermentation,2007,CH4,11.76113
Enteric fermentation,2008,CH4,11.612331
Enteric fermentation,2009,CH4,11.403603
Enteric fermentation,2010,CH4,11.205418
Enteric fermentation,2011,CH4,11.247423
Enteric fermentation,2012,CH4,11.56556
Enteric fermentation,2013,CH4,11.596485
Enteric fermentation,2014,CH4,11.901192
Enteric fermentation,2015,CH4,12.226017
Enteric fermentation,2016,CH4,12.628465
Enteric fermentation,2017,CH4,12.977795
Enteric fermentation,2018,CH4,12.916599
Enteric fermentation,2019,CH4,13.091204
Enteric fermentation,2020,CH4,13.26019
Enteric fermentation,2021,CH4,13.335345
Enteric fermentation,2022,CH4,13.368285
Enteric fermentation,2023,CH4,13.059737
Enteric fermentation,2024,CH4,12.652319
F-Gases,1990,CH4,0.0
F-Gases,1991,CH4,0.0
F-Gases,1992,CH4,0.0
F-Gases,1993,CH4,0.0
F-Gases,1994,CH4,0.0
F-Gases,1995,CH4,0.0
F-Gases,1996,CH4,0.0
F-Gases,1997,CH4,0.0
F-Gases,1998,CH4,0.0
F-Gases,1999,CH4,0.0
F-Gases,2000,CH4,0.0
F-Gases,2001,CH4,0.0
F-Gases,2002,CH4,0.0
F-Gases,2003,CH4,0.0
F-Gases,2004,CH4,0.0
F-Gases,2005,CH4,0.0
F-Gases,2006,CH4,0.0
F-Gases,2007,CH4,0.0
F-Gases,2008,CH4,0.0
F-Gases,2009,CH4,0.0
F-Gases,2010,CH4,0.0
F-Gases,2011,CH4,0.0
F-Gases,2012,CH4,0.0
F-Gases,2013,CH4,0.0
F-Gases,2014,CH4,0.0
F-Gases,2015,CH4,0.0
F-Gases,2016,CH4,0.0
F-Gases,2017,CH4,0.0
F-Gases,2018,CH4,0.0
F-Gases,2019,CH4,0.0
F-Gases,2020,CH4,0.0
F-Gases,2021,CH4,0.0
F-Gases,2022,CH4,0.0
F-Gases,2023,CH4,0.0
F-Gases,2024,CH4,0.0
Fishing,1990,CH4,0.000232
Fishing,1991,CH4,0.000251
Fishing,1992,CH4,0.000268
Fishing,1993,CH4,0.000299
Fishing,1994,CH4,0.000312
Fishing,1995,CH4,0.00042
Fishing,1996,CH4,0.000358
Fishing,1997,CH4,0.000316
Fishing,1998,CH4,0.000349
Fishing,1999,CH4,0.000308
Fishing,2000,CH4,0.0003
Fishing,2001,CH4,0.000305
Fishing,2002,CH4,0.000262
Fishing,2003,CH4,0.000376
Fishing,2004,CH4,0.000428
Fishing,2005,CH4,0.000384
Fishing,2006,CH4,0.000343
Fishing,2007,CH4,0.000319
Fishing,2008,CH4,0.000274
Fishing,2009,CH4,0.000256
Fishing,2010,CH4,0.000202
Fishing,2011,CH4,0.000167
Fishing,2012,CH4,0.000185
Fishing,2013,CH4,0.000206
Fishing,2014,CH4,0.000196
Fishing,2015,CH4,0.000172
Fishing,2016,CH4,0.000158
Fishing,2017,CH4,0.000187
Fishing,2018,CH4,0.000224
Fishing,2019,CH4,0.000193
Fishing,2020,CH4,0.000157
Fishing,2021,CH4,0.000154
Fishing,2022,CH4,0.000142
Fishing,2023,CH4,0.000161
Fishing,2024,CH4,0.000161
Forest land,1990,CH4,0.05724
Forest land,1991,CH4,0.054426
Forest land,1992,CH4,0.053126
Forest land,1993,CH4,0.060185
Forest land,1994,CH4,0.063889
Forest land,1995,CH4,0.07185
Forest land,1996,CH4,0.083699
Forest land,1997,CH4,0.067354
Forest land,1998,CH4,0.063413
Forest land,1999,CH4,0.063307
Forest land,2000,CH4,0.070989
Forest land,2001,CH4,0.085103
